Name,PointsH,PointsL,PointsC,ShotsH,ShotsL,ShotsC,BlockedShotsH,BlockedShotsL,BlockedShotsC,GoalsH,GoalsL,GoalsC,AssistsH,AssistsL,AssistsC,PowerPlayPointsH,PowerPlayPointsL,PowerPlayPointsC,FantasyH,FantasyL,FantasyC,SavesH,SavesL,SavesC,GoalsAgainstH,GoalsAgainstL,GoalsAgainstC
Anthony Cirelli,,,0.5x1,,,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx4.5,,,,,,,,,0.5sx2.25,,
Leo Carlsson,0.5sx1.25,0.5x0.8,,1.5x0.9,1.5sx1.1,,,,,,,,0.5sx2,0.5x0.65,,,,,,,,,,,0.5sx2.5,,
Jakob Silfverberg,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Nicholas Paul,,,,1.5x0.9,1.5sx1.1,,,,,,,,,,,0.5sx4,,,,,,,,,0.5sx2,,
Conor Sheary,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Max Jones,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
Isac Lundestrom,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Ben Meyers,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.25,,
Michael Eyssimont,,,,1.5x0.85,1.5sx1.2,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Brett Leason,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Tyler Motte,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Luke Glendening,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.25,,
Tanner Jeannot,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Jackson LaCombe,,,,,,,1.5x0.9,1.5sx1.1,,,,,,,,,,,,,,,,,,,
Nick Suzuki,0.5x0.7,0.5sx1.5,,2.5sx1.2,2.5x0.8,,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,7.55x1,,,,0.5sx1.5,0.5x0.7,
Cole Caufield,0.5x0.8,0.5sx1.25,,3.5x0.9,3.5sx1.1,,,,,,,,0.5sx1.2,0.5x0.8,,0.5sx1.5,0.5x0.7,,,,8.05x1,,,,0.5sx1.25,0.5x0.75,
Mike Matheson,0.5x0.85,0.5sx1.1,,,,2.0x1,2.5sx1.1,2.5x0.85,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,8.05x1,,,,0.5sx3.75,,
Oliver Bjorkstrand,,,0.5x1,2.5sx1.2,2.5x0.8,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx3,,,,,,,,,0.5sx2.25,,
Jared McCann,0.5x0.9,0.5sx1.05,,,,3.0x1,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.25,,,,,,,,,0.5sx1.5,0.5x0.7,
Jaden Schwartz,0.5sx1.05,0.5x0.9,,,,2.0x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx4.75,,,,,,,,,0.5sx2,,
Jordan Eberle,0.5x0.85,0.5sx1.1,,,,2.5x1,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2.5,,,,,,,,,0.5sx1.5,0.5x0.7,
Josh Anderson,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Brendan Gallagher,,,,1.5x0.9,1.5sx1.1,,,,,,,,,,,,,,,,,,,,0.5sx2.75,,
Alex Newhook,0.5sx1.1,0.5x0.85,,,,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx3,,,,,,,,,0.5sx2.25,,
Matty Beniers,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2.5,,,,,,,,,0.5sx2,0.5x0.65,
Juraj Slafkovsky,,,0.5x1,1.5x0.85,1.5sx1.1,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.25,,,,,,,,,0.5sx1.75,0.5x0.65,
Eeli Tolvanen,,,0.5x1,2.5sx1.2,2.5x0.85,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.25,,,,,,,,,0.5sx2,0.5x0.65,
Yanni Gourde,0.5sx1.1,0.5x0.85,,1.5x0.8,1.5sx1.2,,,,,,,,0.5sx1.5,0.5x0.7,,,,,,,,,,,0.5sx2.5,,
Andre Burakovsky,0.5sx1.1,0.5x0.9,,,,2.0x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.25,,,,,,,,,0.5sx2.5,,
Tomas Tatar,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Kailer Yamamoto,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Joel Armia,,,,1.5x0.85,1.5sx1.1,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Tanner Pearson,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Jake Evans,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Brandon Tanev,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Tye Kartye,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Rafael Harvey-Pinard,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Justin Schultz,,,,,,,,,,,,,,,,0.5sx4.5,,,,,,,,,,,
Ryker Evans,,,,,,,,,,,,,,,,0.5sx4.5,,,,,,,,,,,
Adam Larsson,,,,,,,1.5x0.85,1.5sx1.1,,,,,,,,,,,,,,,,,,,
Kaiden Guhle,,,,,,,2.5sx1.1,2.5x0.85,,,,,,,,,,,,,,,,,,,
David Savard,,,,,,,2.5sx1.2,2.5x0.85,,,,,,,,,,,,,,,,,,,
Jamie Oleksiak,,,,,,,1.5x0.85,1.5sx1.2,,,,,,,,,,,,,,,,,,,
Nazem Kadri,0.5x0.85,0.5sx1.1,,3.5sx1.1,3.5x0.85,,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2,0.5x0.65,,,,7.55x1,,,,0.5sx1.5,0.5x0.7,
Blake Coleman,0.5sx1.05,0.5x0.9,,2.5sx1.1,2.5x0.9,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx4.75,,,,,,,,,0.5sx1.75,0.5x0.65,
Rasmus Dahlin,0.5x0.85,0.5sx1.1,,,,2.5x1,1.5x0.8,1.5sx1.2,,,,,,,0.5x1,0.5sx1.75,0.5x0.65,,,,8.55x1,,,,0.5sx3.25,,
Yegor Sharangovich,,,0.5x1,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx2.5,,,,,,,,,0.5sx1.75,0.5x0.65,
JJ Peterka,0.5sx1.1,0.5x0.85,,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.75,0.5x0.65,,,,,,,,,,,0.5sx2,0.5x0.65,
Alex Tuch,0.5x0.9,0.5sx1.1,,,,2.5x1,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2.5,,,,,7.55x1,,,,0.5sx1.75,0.5x0.65,
Jeff Skinner,0.5sx1.1,0.5x0.85,,2.5sx1.2,2.5x0.8,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx3.5,,,,,,,,,0.5sx2.25,,
Jonathan Huberdeau,,,0.5x1,1.5x0.9,1.5sx1.1,,,,,,,,0.5sx1.2,0.5x0.8,,0.5sx2.5,,,,,,,,,0.5sx2.5,,
Dylan Cozens,,,0.5x1,,,2.5x1,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2.5,,,,,,,,,0.5sx2,0.5x0.65,
MacKenzie Weegar,0.5sx1.25,0.5x0.8,,,,2.5x1,2.5sx1.2,2.5x0.8,,,,,0.5sx1.5,0.5x0.7,,0.5sx4.25,,,,,7.05x1,,,,0.5sx4,,
Tage Thompson,0.5x0.9,0.5sx1.1,,3.5sx1.1,3.5x0.85,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2,,,,,7.55x1,,,,0.5sx1.5,0.5x0.7,
Mikael Backlund,,,0.5x1,2.5x0.85,2.5sx1.1,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx3.75,,,,,,,,,0.5sx2,0.5x0.65,
Andrei Kuzmenko,0.5sx1.25,0.5x0.8,,,,,,,,,,,0.5sx2,0.5x0.65,,0.5sx3.25,,,,,,,,,0.5sx2.25,,
Rasmus Andersson,0.5sx1.1,0.5x0.85,,,,,,,2.0x1,,,,0.5sx1.25,0.5x0.75,,0.5sx3.75,,,,,,,,,0.5sx5.25,,
Bowen Byram,0.5sx1.25,0.5x0.8,,,,,,,,,,,0.5sx1.5,0.5x0.7,,,,,,,,,,,0.5sx4.25,,
Andrew Mangiapane,0.5sx1.1,0.5x0.85,,1.5x0.8,1.5sx1.2,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx5,,,,,,,,,0.5sx2.5,,
Jordan Greenway,0.5sx1.25,0.5x0.8,,,,,,,,,,,0.5sx1.75,0.5x0.65,,,,,,,,,,,0.5sx2.75,,
Owen Power,0.5sx1.1,0.5x0.85,,,,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx4,,,,,,,,,0.5sx6,,
Eric Robinson,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.5,,
Victor Olofsson,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
Martin Pospisil,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Peyton Krebs,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Matt Coronato,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Daniil Miromanov,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Zach Benson,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Connor Zary,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx2.75,,
Dryden Hunt,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.25,,
Zemgus Girgensons,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5,,
