Name,PointsH,PointsL,PointsC,ShotsH,ShotsL,ShotsC,BlockedShotsH,BlockedShotsL,BlockedShotsC,GoalsH,GoalsL,GoalsC,AssistsH,AssistsL,AssistsC,PowerPlayPointsH,PowerPlayPointsL,PowerPlayPointsC,FantasyH,FantasyL,FantasyC,SavesH,SavesL,SavesC,GoalsAgainstH,GoalsAgainstL,GoalsAgainstC
Quinton Byfield,,,0.5x1,1.5x0.8,1.5sx1.2,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx3.5,,,,,,,,,0.5sx2.25,,
Trevor Moore,,,0.5x1,,,2.5x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx4.25,,,,,,,,,0.5sx1.75,0.5x0.65,
Phillip Danault,,,0.5x1,1.5x0.8,1.5sx1.25,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx4,,,,,,,,,0.5sx2.25,,
Anthony Duclair,,,0.5x1,,,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.5,,,,,,,,,0.5sx2,0.5x0.65,
Pierre-Luc Dubois,0.5sx1.2,0.5x0.8,,1.5x0.85,1.5sx1.1,,,,,,,,0.5sx2,0.5x0.65,,0.5sx5,,,,,,,,,0.5sx2.25,,
Viktor Arvidsson,,,0.5x1,2.5x0.85,2.5sx1.1,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.75,,,,,,,,,0.5sx2,0.5x0.65,
Drew Doughty,0.5sx1.1,0.5x0.9,,,,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.5,,,,,,,,,0.5sx4.25,,
Anthony Cirelli,0.5sx1.1,0.5x0.9,,,,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx4.5,,,,,,,,,0.5sx2.5,,
Alex Laferriere,,,,,,2.0x1,,,,,,,,,,,,,,,,,,,0.5sx2.5,,
Nicholas Paul,,,,,,,,,,,,,,,,0.5sx4.25,,,,,,,,,0.5sx2.75,,
Trevor Lewis,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Blake Lizotte,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Michael Eyssimont,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
Tanner Jeannot,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.25,,
Tyler Motte,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5,,
Mitchell Chaffee,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.75,,
Matt Roy,,,,,,,2.5sx1.1,2.5x0.85,,,,,,,,,,,,,,,,,,,
Mikey Anderson,,,,,,,,,1.5x1,,,,,,,,,,,,,,,,,,
Erik Cernak,,,,,,,,,1.5x1,,,,,,,,,,,,,,,,,,
Devin Cooley,,,,,,,,,,,,,,,,,,,,,9.55x1,,,26.5x1,2.5x0.9,2.5sx1.05,
Petr Mrazek,,,,,,,,,,,,,,,,,,,,,,,,26.5x1,,,2.5x1
Connor Bedard,0.5x0.75,0.5sx1.25,,3.5sx1.1,3.5x0.9,,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,8.55x1,,,,0.5sx1.5,0.5x0.7,
Seth Jones,0.5x0.9,0.5sx1.05,,2.5x0.9,2.5sx1.1,,,,1.5x1,,,,0.5sx1.1,0.5x0.9,,0.5sx1.75,0.5x0.65,,,,7.55x1,,,,0.5sx3.5,,
Mikael Granlund,0.5x0.8,0.5sx1.25,,,,2.0x1,,,,,,,,,0.5x1,0.5sx2,,,,,,,,,0.5sx2.25,,
Andreas Athanasiou,,,,1.5x0.8,1.5sx1.2,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Alexander Barabanov,,,,,,,,,,,,,,,,0.5sx4.5,,,,,,,,,0.5sx2.75,,
Nick Foligno,,,0.5x1,1.5x0.85,1.5sx1.1,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.5,,,,,,,,,0.5sx2.25,,
Fabian Zetterlund,,,0.5x1,,,2.5x1,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx3.25,,,,,,,,,0.5sx1.75,0.5x0.65,
Jason Dickinson,0.5sx1.2,0.5x0.8,,,,,,,,,,,0.5sx1.5,0.5x0.7,,,,,,,,,,,0.5sx3.25,,
Tyler Johnson,0.5sx1.05,0.5x0.9,,1.5x0.8,1.5sx1.25,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx2.5,,,,,,,,,0.5sx2.25,,
Thomas Bordeleau,0.5sx1.1,0.5x0.85,,,,2.0x1,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx4.5,,,,,,,,,0.5sx2.25,,
William Eklund,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.25,,,,,,,,,0.5sx2.25,,
Philipp Kurashev,0.5x0.9,0.5sx1.05,,1.5x0.8,1.5sx1.2,,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2,,,,,,,,,0.5sx2,,
Luke Kunin,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Klim Kostin,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Filip Zadina,,,,2.5sx1.1,2.5x0.85,,,,,,,,,,,,,,,,,,,,0.5sx2.25,,
Ryan Carpenter,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5,,
Taylor Raddysh,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Joey Anderson,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5,,
Ryan Donato,,,,,,2.0x1,,,,,,,,,,,,,,,,,,,0.5sx3,,
Nico Sturm,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Lukas Reichel,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Landon Slaggert,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Justin Bailey,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
MacKenzie Entwistle,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx6,,
Calen Addison,,,,,,,,,,,,,,,,0.5sx4,,,,,,,,,,,
Kyle Burroughs,,,,,,,1.5x0.85,1.5sx1.1,,,,,,,,,,,,,,,,,,,
Mario Ferraro,,,,,,,2.5sx1.2,2.5x0.8,,,,,,,,,,,,,,,,,,,
