Name,PointsH,PointsL,PointsC,ShotsH,ShotsL,ShotsC,BlockedShotsH,BlockedShotsL,BlockedShotsC,GoalsH,GoalsL,GoalsC,AssistsH,AssistsL,AssistsC,PowerPlayPointsH,PowerPlayPointsL,PowerPlayPointsC,FantasyH,FantasyL,FantasyC,SavesH,SavesL,SavesC,GoalsAgainstH,GoalsAgainstL,GoalsAgainstC
Chandler Stephenson,,,0.5x1,,,,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2.5,,,,,,,,,0.5sx2.25,,
Ivan Barbashev,0.5sx1.1,0.5x0.85,,,,1.5x1,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx3.25,,,,,,,,,0.5sx2,,
Nicolas Roy,0.5sx1.1,0.5x0.85,,,,1.5x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.75,,,,,,,,,0.5sx2.5,,
William Karlsson,0.5x0.85,0.5sx1.1,,,,2.5x1,,,,,,,0.5sx1.2,0.5x0.8,,0.5sx2,0.5x0.65,,,,7.05x1,,,,0.5sx1.75,0.5x0.65,
Gustav Nyquist,0.5x1,0.5x0.9,,1.5x0.85,1.5sx1.1,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx3.75,,,,,,,,,0.5sx2.5,,
Michael Amadio,,,,,,,,,,,,,,,,0.5sx4.25,,,,,,,,,0.5sx2.75,,
Kiefer Sherwood,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.25,,
Paul Cotter,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Mason Morelli,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Cole Smith,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Brett Howden,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Mark Jankowski,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Michael McCarron,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Keegan Kolesar,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.5,,
Yakov Trenin,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Colton Sissons,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx2.75,,
Alexandre Carrier,,,,,,,,,1.5x1,,,,,,,,,,,,,,,,,,
Brayden McNabb,,,,,,,2.5sx1.1,2.5x0.85,,,,,,,,,,,,,,,,,,,
Alec Martinez,,,,,,,,,2.5x1,,,,,,,,,,,,,,,,,,
Elvis Merzlikins,,,,,,,,,,,,,,,,,,,,,8.55x1,,,29.5x1,3.5sx1.1,3.5x0.9,
Cam Talbot,,,,,,,,,,,,,,,,,,,,,13.05x1,,,26.5x1,2.5sx1.1,2.5x0.85,
Kevin Fiala,0.5x0.8,0.5sx1.25,,,,2.5x1,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,6.55x1,,,,0.5sx1.75,0.5x0.65,
Johnny Gaudreau,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2,,,,,5.05x1,,,,0.5sx2.25,,
Boone Jenner,,,0.5x1,2.5x0.85,2.5sx1.1,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx2.25,,,,,8.05x1,,,,0.5sx1.5,0.5x0.7,
Adrian Kempe,0.5x0.8,0.5sx1.25,,3.5sx1.1,3.5x0.85,,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx1.75,0.5x0.65,,,,8.05x1,,,,0.5sx1.5,0.5x0.7,
Pierre-Luc Dubois,0.5sx1.1,0.5x0.85,,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx3.5,,,,,,,,,0.5sx2.25,,
Anze Kopitar,0.5x0.8,0.5sx1.2,,1.5x0.85,1.5sx1.1,,,,,,,,0.5sx1.1,0.5x0.9,,0.5sx2,0.5x0.65,,,,6.05x1,,,,0.5sx1.75,0.5x0.65,
Viktor Arvidsson,0.5x0.8,0.5sx1.2,,,,3.5x1,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx2,,,,,,,,,0.5sx1.5,0.5x0.7,
Kirill Marchenko,0.5sx1.2,0.5x0.8,,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx2.25,,,0.5sx3,,,,,,,,,0.5sx2,0.5x0.65,
Phillip Danault,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx3.75,,,,,,,,,0.5sx2.25,,
Drew Doughty,,,0.5x1,,,,1.5x0.85,1.5sx1.1,,,,,0.5sx1.25,0.5x0.8,,0.5sx2.25,,,,,6.55x1,,,,0.5sx3.5,,
Trevor Moore,,,0.5x1,3.5sx1.1,3.5x0.85,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx3.5,,,,,7.55x1,,,,0.5sx1.5,0.5x0.7,
Zach Werenski,,,0.5x1,,,2.5x1,1.5x0.8,1.5sx1.2,,,,,0.5sx1.2,0.5x0.85,,0.5sx2.25,,,,,7.05x1,,,,0.5sx4,,
Quinton Byfield,0.5x0.9,0.5sx1.1,,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2.5,,,,,,,,,0.5sx1.75,0.5x0.65,
Sean Kuraly,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5,,
Jack Roslovic,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
Alexandre Texier,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Arthur Kaliyev,,,,1.5x0.9,1.5x1,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
Yegor Chinakhov,,,,,,2.0x1,,,,,,,,,,,,,,,,,,,0.5sx2.5,,
Alex Turcotte,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.5,,
Alex Laferriere,,,,,,2.0x1,,,,,,,,,,,,,,,,,,,0.5sx3,,
Justin Danforth,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.25,,
Kent Johnson,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Cole Sillinger,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Dmitri Voronkov,,,,,,,,,,,,,,,,0.5sx5,,,,,,,,,0.5sx2.75,,
Trevor Lewis,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5,,
Matt Roy,,,,1.5x0.9,1.5sx1.1,,,,2.0x1,,,,,,,,,,,,,,,,,,
Adam Boqvist,,,,,,,,,,,,,,,,0.5sx3.75,,,,,,,,,,,
Erik Gudbranson,,,,,,,,,2.0x1,,,,,,,,,,,,,,,,,,
