Name,PointsH,PointsL,PointsC,ShotsH,ShotsL,ShotsC,BlockedShotsH,BlockedShotsL,BlockedShotsC,GoalsH,GoalsL,GoalsC,AssistsH,AssistsL,AssistsC,PowerPlayPointsH,PowerPlayPointsL,PowerPlayPointsC,FantasyH,FantasyL,FantasyC,SavesH,SavesL,SavesC,GoalsAgainstH,GoalsAgainstL,GoalsAgainstC
Nazem Kadri,0.5x0.85,0.5sx1.1,,3.5sx1.1,3.5x0.85,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2,0.5x0.65,,,,,,,,0.5sx1.5,0.5x0.7,
Charlie Coyle,,,0.5x1,,,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx3.75,,,,,,,,,0.5sx2,,
Blake Coleman,,,0.5x1,2.5sx1.1,2.5x0.9,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx4.5,,,,,,,,,0.5sx1.75,0.5x0.65,
James van Riemsdyk,0.5sx1.1,0.5x0.85,,1.5x0.85,1.5sx1.1,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx2.5,,,,,,,,,0.5sx2.25,,
Charlie McAvoy,0.5x0.85,0.5sx1.1,,1.5x0.8,1.5sx1.25,,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,,,,,0.5sx3.25,,
Yegor Sharangovich,,,0.5x1,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx2.5,,,,,,,,,0.5sx1.75,0.5x0.65,
Jonathan Huberdeau,,,0.5x1,,,,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2.75,,,,,,,,,0.5sx2.5,,
Pavel Zacha,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2.25,,,,,,,,,0.5sx2,0.5x0.65,
MacKenzie Weegar,0.5sx1.25,0.5x0.8,,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx4,,,,,,,,,0.5sx3.5,,
Mikael Backlund,,,0.5x1,,,2.5x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx4,,,,,,,,,0.5sx2,0.5x0.65,
Jake DeBrusk,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.25,,,,,,,,,0.5sx1.75,0.5x0.65,
Andrei Kuzmenko,,,0.5x1,1.5x0.9,1.5sx1.1,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx2.75,,,,,,,,,0.5sx2,,
Noah Hanifin,0.5sx1.2,0.5x0.85,,2.5sx1.2,2.5x0.85,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.5,,,,,,,,,0.5sx3.75,,
Rasmus Andersson,0.5sx1.2,0.5x0.8,,,,2.0x1,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx4.25,,,,,,,,,0.5sx4.75,,
Connor Zary,0.5sx1.1,0.5x0.85,,,,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx4,,,,,,,,,0.5sx2.25,,
Anthony Richard,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5,,
Danton Heinen,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Trent Frederic,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Morgan Geekie,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx2.75,,
Martin Pospisil,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Justin Brazeau,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Dryden Hunt,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Kevin Rooney,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx6,,
Walker Duehr,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.75,,
Jesper Boqvist,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Auston Matthews,1.5sx1.25,1.5x0.75,,,,4.0x1,,,,,,,0.5sx1.05,0.5x0.9,,0.5sx1.25,0.5x0.75,,,,,,,,,,0.5x1
William Nylander,1.5sx1.1,1.5x0.85,,,,3.5x1,,,,,,,0.5x0.8,0.5sx1.25,,0.5sx1.25,0.5x0.8,,,,,,,,0.5sx1.25,0.5x0.8,
Mitchell Marner,1.5sx1.5,1.5x0.7,,,,2.5x1,,,,,,,0.5x0.85,0.5sx1.1,,0.5sx1.5,0.5x0.7,,,,,,,,0.5sx1.5,0.5x0.7,
Jonathan Marchessault,0.5x0.85,0.5sx1.2,,,,3.0x1,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx1.75,0.5x0.65,,,,,,,,0.5sx1.25,0.5x0.75,
John Tavares,0.5x0.9,0.5sx1.1,,,,3.0x1,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.5,,,,,,,,,0.5sx1.5,0.5x0.7,
William Karlsson,0.5x0.8,0.5sx1.2,,,,2.5x1,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx2,0.5x0.65,,,,,,,,0.5sx1.5,0.5x0.7,
Ivan Barbashev,0.5sx1.1,0.5x0.85,,,,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx3.25,,,,,,,,,0.5sx2.25,,
Shea Theodore,0.5x0.9,0.5sx1.1,,,,2.5x1,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,,,,,0.5sx3.5,,
Alex Pietrangelo,0.5sx1.05,0.5x0.9,,,,2.0x1,,,,,,,0.5sx1.2,0.5x0.8,,0.5sx2.25,,,,,,,,,0.5sx5,,
Max Domi,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
Matthew Knies,0.5sx1.2,0.5x0.8,,,,,,,,,,,0.5sx1.75,0.5x0.65,,,,,,,,,,,0.5sx2.5,,
Chandler Stephenson,0.5x0.9,0.5sx1.1,,,,,,,,,,,0.5sx1.2,0.5x0.8,,0.5sx2.25,,,,,,,,,0.5sx2,0.5x0.65,
Nicolas Roy,0.5sx1.1,0.5x0.9,,1.5x0.85,1.5sx1.1,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.25,,,,,,,,,0.5sx2.5,,
Michael Amadio,,,,,,,,,,,,,,,,0.5sx4,,,,,,,,,0.5sx2.5,,
Brett Howden,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Paul Cotter,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx2.75,,
Mason Morelli,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Bobby McMann,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx2.75,,
Keegan Kolesar,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.5,,
David Kampf,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.5,,
Noah Gregor,,,,1.5x0.85,1.5sx1.1,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Nicholas Robertson,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
Grigori Denisenko,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5,,
J.T. Miller,0.5x0.75,0.5sx1.25,,,,2.5x1,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,,,,,0.5sx1.5,0.5x0.7,
Elias Pettersson,0.5x0.75,0.5sx1.25,,,,2.5x1,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,8.05x1,,,,0.5sx1.25,0.5x0.75,
Brock Boeser,0.5x0.9,0.5sx1.1,,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2,,,,,6.55x1,,,,0.5sx1.5,0.5x0.7,
Quinn Hughes,0.5x0.8,0.5sx1.25,,,,2.0x1,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,6.05x1,,,,0.5sx3.5,,
Oliver Bjorkstrand,,,0.5x1,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3,,,,,,,,,0.5sx2,0.5x0.65,
Jared McCann,,,0.5x1,,,2.5x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx2.75,,,,,6.05x1,,,,0.5sx1.5,0.5x0.7,
Vince Dunn,,,0.5x1,2.5sx1.2,2.5x0.85,,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx2.5,,,,,6.55x1,,,,0.5sx3.5,,
Filip Hronek,0.5sx1.1,0.5x0.9,,1.5x0.9,1.5sx1.1,,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx3.25,,,,,,,,,0.5sx5.75,,
Elias Lindholm,,,0.5x1,2.5sx1.2,2.5x0.8,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.25,,,,,,,,,0.5sx1.75,0.5x0.65,
Jaden Schwartz,0.5sx1.1,0.5x0.85,,,,2.0x1,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx4,,,,,,,,,0.5sx2.25,,
Jordan Eberle,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.5,,,,,,,,,0.5sx2,0.5x0.65,
Conor Garland,,,,,,2.0x1,,,,,,,,,,,,,,,,,,,0.5sx2.25,,
Yanni Gourde,0.5sx1.25,0.5x0.8,,1.5x0.8,1.5sx1.25,,,,,,,,0.5sx1.75,0.5x0.65,,,,,,,,,,,0.5sx2.75,,
Andre Burakovsky,0.5sx1.1,0.5x0.85,,1.5x0.9,1.5sx1.1,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.75,,,,,,,,,0.5sx2.75,,
Alex Wennberg,0.5sx1.25,0.5x0.8,,,,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx5,,,,,,,,,0.5sx3,,
Eeli Tolvanen,0.5sx1.1,0.5x0.85,,1.5x0.85,1.5sx1.1,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx4.5,,,,,,,,,0.5sx2.25,,
Matty Beniers,0.5sx1.2,0.5x0.85,,,,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx4.75,,,,,,,,,0.5sx2.5,,
Tomas Tatar,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Pius Suter,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx2.5,,
Ilya Mikheyev,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Nils Hoglander,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx2.5,,
Teddy Blueger,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Brandon Tanev,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Arshdeep Bains,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.25,,
Sam Lafferty,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.25,,
Kailer Yamamoto,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Roman Josi,,,0.5x1,,,3.0x1,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx1.75,0.5x0.65,,,,8.05x1,,,,0.5sx2.75,,
Filip Forsberg,0.5x0.8,0.5sx1.25,,,,3.5x1,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx1.75,0.5x0.65,,,,9.05x1,,,,0.5sx1.25,0.5x0.75,
Ryan O'Reilly,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.25,,,,,,,,,0.5sx1.75,0.5x0.65,
Adrian Kempe,0.5x0.8,0.5sx1.25,,,,3.0x1,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx2,0.5x0.65,,,,7.55x1,,,,0.5sx1.5,0.5x0.7,
Anze Kopitar,0.5x0.85,0.5sx1.1,,1.5x0.9,1.5sx1.1,,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx2,0.5x0.65,,,,,,,,0.5sx1.75,0.5x0.65,
Kevin Fiala,0.5x0.8,0.5sx1.25,,,,2.5x1,,,,,,,,,0.5x1,0.5sx1.75,0.5x0.65,,,,6.55x1,,,,0.5sx1.75,0.5x0.65,
Gustav Nyquist,0.5sx1.05,0.5x0.9,,,,1.5x1,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx3.5,,,,,,,,,0.5sx2.5,,
Quinton Byfield,0.5x0.9,0.5sx1.1,,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2.5,,,,,6.05x1,,,,0.5sx1.75,0.5x0.65,
Trevor Moore,,,0.5x1,3.5sx1.1,3.5x0.85,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx3.75,,,,,7.55x1,,,,0.5sx1.75,0.5x0.65,
Phillip Danault,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx4,,,,,,,,,0.5sx2.25,,
Tommy Novak,0.5sx1.2,0.5x0.8,,,,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx3.75,,,,,,,,,0.5sx2.25,,
Pierre-Luc Dubois,0.5sx1.1,0.5x0.85,,,,2.0x1,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx3.75,,,,,,,,,0.5sx2,,
Luke Evangelista,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Cody Glass,,,,1.5x0.8,1.5sx1.2,,,,,,,,,,,0.5sx4.5,,,,,,,,,0.5sx2.75,,
Drew Doughty,,,0.5x1,,,,,,,,,,0.5sx1.2,0.5x0.8,,0.5sx2,,,,,7.05x1,,,,0.5sx3.25,,
Kiefer Sherwood,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Cole Smith,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Alex Turcotte,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx6,,
Michael McCarron,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Yakov Trenin,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Trevor Lewis,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Colton Sissons,,,,,,,,,,,,,,,,0.5sx5,,,,,,,,,0.5sx3,,
Arthur Kaliyev,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Mark Jankowski,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5,,
Jaret Anderson-Dolan,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.75,,
Alex Laferriere,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
